FixedFormatFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"怪物ID，（定义规则：NXXXYYZZZ；  N为大类，1测试；2地图怪物，3副本怪物，4NPC，5功能型；XXX为所在地图ID；  YY为子类型，N=2,3时，00为小怪，02为首领；N=4时，应为00；N=5时，01表示传送；   ZZZ为编号）",怪物名（可不填，仅为方便脚本配置人员了解是哪个怪物）,怪物模型资源名字，字符串，用于显示,模型厚度比例x,模型身高比例y,模型宽度比例z,模型颜色红色,模型颜色绿色,模型颜色蓝色,模型透明度,怪物头像图片资源名字，字符串,调色板ID（造型相同的怪物颜色不同）,AI信息的ID,"类型, 10：一般怪物，11：不可被攻击的怪物",怪物的种族,怪物的派别,不填为小怪；2为头领；3为稀有；4为护卫；5为BOSS；6为BBOSS头领；7为囚笼；,是否被过滤,怪物的等级,阵营（0：全门派友善； 123：对应门派ID，与本门派友善，与其它门派敌对； 11；全门派敌对）， 注：玩家和玩家召唤的宠物的静态阵营ID都是其所属门派ID,能否被选中，0：表示可以被选中，1：表示不能被选中,为1表示可以对话,怪物的视野，单位：米,为1表示不接受事件,怪物被杀死后，玩家获得的金钱，绑定,怪物可被攻击的半径，用于建筑等体积巨大的物件,怪物占位的半径：单位：分米,为1表示生物无占位,相对回归半径,绝对回归半径,时间回归，单位：毫秒,为1表示回归时不回血,基本移动速度，单位：x毫秒/米,基础攻击速度，单位：x毫秒/次,怪物的奖励归属类型，1：最后的攻击者拥有奖励，2：第一个攻击者拥有奖励，3：持续攻击者拥有奖励，4：指定奖励拥有者，5：最后的玩家攻击者拥有奖励（宠物、召唤兽等杀死不算），6：按伤害比例进行计算怪物归属，7：队伍分配时随机选择队员获得奖励,怪物掉落ID的集合，形如：ID1+ID2+ID3,技能索引集合，形如：Index1+Index2+Index3,对应技能使用概率的集合，千分比，形如：Prob1+Prob2+Prob3,怪物属性，配合技能使用,怪物出生动画光效,功能集(1、任务 2、传送 3、任务 8、商店 10、寄售 20、法宝炼制 40、法宝经验 80、法宝替换 100、排行版 200、激活码信息),每个功能对应的功能ID,怪物势力,性别(1男，2女),AI跟踪,怪物称号,头顶图片,骑乘动画（坐骑专用）,移动动画（坐骑专用）,休闲动画（坐骑专用）,属性计算公式类型ID，10000001是幻兽公式,对应采集物ID,魂数量，搜魂灯使用,特殊死亡动画机率(1000分制),特殊死亡动画,荣誉点,是否不消耗亲朋金币(1表示不消耗，0表示消耗亲朋币),击杀率下限(1-1000),击杀率上限(1-1000),免伤率
210900217,54,tianxuanzong_nan.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900218,55,tianxuanzong_nv.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900219,56,xiaoshimei.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900220,57,xiuzhendizi.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900221,58,xuanjiangzhenren.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900222,59,xuanmengzhenren.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900223,60,yinwanchou.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900224,61,BOSS_10_CSJS.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900225,62,BOSS_11_STR.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900226,63,BOSS_12_STR.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900227,64,BOSS_16_RYQL.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900228,65,BOSS_16_RYQL_Upgrade.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900229,66,BOSS_21_SSL_blue.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900230,67,BOSS_21_SSL_red.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900231,68,BOSS_22_GCX.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900232,69,BOSS_23_LXJJ.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900233,70,BOSS_24_JXS.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900234,71,BOSS_24_JXS_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900235,72,BOSS_29_XHQ.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900236,73,guai_gulong_1.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900237,74,guai_gulong_2.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900238,75,guai_gulong_3.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900239,76,MST_01_BJLY_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900240,77,MST_01_BJLY_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900241,78,MST_01_BJLY_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900242,79,MST_02_BJSTM_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900243,80,MST_02_BJSTM_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900244,81,MST_02_BJSTM_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900245,82,MST_04_HD_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900246,83,MST_04_HD_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900247,84,MST_04_HD_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900248,85,MST_05_SMYH_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900249,86,MST_05_SMYH_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900250,87,MST_05_SMYH_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900251,88,MST_06_JJTW_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900252,89,MST_06_JJTW_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900253,90,MST_06_JJTW_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900254,91,MST_07_JPLW_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900255,92,MST_07_JPLW_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900256,93,MST_07_JPLW_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900257,94,MST_08_MH_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900258,95,MST_08_MH_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900259,96,MST_08_MH_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900260,97,MST_09_SZSW_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900261,98,MST_09_SZSW_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900262,99,MST_09_SZSW_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900263,100,MST_10_BHXW_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900264,101,MST_10_BHXW_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900265,102,MST_10_BHXW_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900266,103,MST_11_YSDSW_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900267,104,MST_11_YSDSW_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900268,105,MST_11_YSDSW_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900269,106,MST_12_YL_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900270,107,MST_12_YL_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900271,108,MST_12_YL_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900272,109,MST_13_XM_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900273,110,MST_13_XM_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900274,111,MST_13_XM_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900275,112,MST_14_XY_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900276,113,MST_14_XY_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900277,114,MST_14_XY_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900278,115,MST_15_BW_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900279,116,MST_15_BW_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900280,117,MST_15_BW_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900281,118,MST_19_FCKL_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900282,119,MST_19_FCKL_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900283,120,MST_19_FCKL_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900284,121,MST_21_HGYC_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900285,122,MST_21_HGYC_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900286,123,MST_21_HGYC_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900287,124,MST_22_TJXL_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900288,125,MST_22_TJXL_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900289,126,MST_22_TJXL_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900290,127,MST_23_YYXL_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900291,128,MST_23_YYXL_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900292,129,MST_23_YYXL_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900293,130,MST_24_XLTM_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900294,131,MST_24_XLTM_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900295,132,MST_24_XLTM_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900296,133,MST_25_YL_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900297,134,MST_25_YL_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900298,135,MST_25_YL_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900299,136,MST_27_FYG_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900300,137,MST_27_FYG_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900301,138,MST_27_FYG_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900302,139,MST_28_JLHY_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900303,140,MST_28_JLHY_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900304,141,MST_28_JLHY_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900305,142,MST_31_ZRSYM_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900306,143,MST_31_ZRSYM_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900307,144,MST_31_ZRSYM_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900308,145,MST_32_ZLHY_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900309,146,MST_32_ZLHY_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900310,147,MST_32_ZLHY_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900311,148,MST_33_BLJS_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900312,149,MST_33_BLJS_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900313,150,MST_33_BLJS_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900314,151,MST_35_LHJ_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900315,152,MST_35_LHJ_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900316,153,MST_35_LHJ_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900317,154,MST_36_YSJ_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900318,155,MST_36_YSJ_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900319,156,MST_36_YSJ_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900320,157,MST_37_HSG_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900321,158,MST_37_HSG_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900322,159,MST_37_HSG_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900323,160,MST_39_RSG_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900324,161,MST_39_RSG_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900325,162,MST_39_RSG_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900326,163,MST_40_LZWW_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900327,164,MST_40_LZWW_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900328,165,MST_40_LZWW_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900329,166,MST_41_YPJ_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900330,167,MST_41_YPJ_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900331,168,MST_41_YPJ_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900332,169,MST_42_BLHJ_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900333,170,MST_42_BLHJ_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900334,171,MST_42_BLHJ_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900335,172,MST_43_SSHY_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900336,173,MST_43_SSHY_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900337,174,MST_43_SSHY_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900338,175,MST_44_HSWC_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
